biotype,symbol,cytoband/0,name,gene_id,is_cancer_gene_census,cytoband/1,cytoband/2
protein_coding,SERPINB11,18q21.33,"serpin peptidase inhibitor, clade B (ovalbumin), member 11 (gene/pseudogene)",ENSG00000206072,,,
protein_coding,RP11-403P17.5,16q21,RP11-403P17.5,ENSG00000260851,,,
protein_coding,SCGB1C1,11p15.5,"secretoglobin, family 1C, member 1",ENSG00000188076,,,
protein_coding,C2orf66,2q33.1,chromosome 2 open reading frame 66,ENSG00000187944,,,
protein_coding,PPP1R7,2q37.3,"protein phosphatase 1, regulatory subunit 7",ENSG00000115685,,,
protein_coding,USP17L27,4p16.1,ubiquitin specific peptidase 17-like family member 27,ENSG00000235780,,,
protein_coding,NDP,Xp11.3,Norrie disease (pseudoglioma),ENSG00000124479,,,
protein_coding,C3orf84,3p21.31,chromosome 3 open reading frame 84,ENSG00000236980,,,
lincRNA,RP11-923I11.6,12q13.13,RP11-923I11.6,ENSG00000261586,,,
protein_coding,SLC9A1,1p36.11,"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1",ENSG00000090020,,,
protein_coding,TXNDC15,5q31.1,thioredoxin domain containing 15,ENSG00000113621,,,
protein_coding,PLEKHO2,15q22.31,"pleckstrin homology domain containing, family O member 2",ENSG00000241839,,,
protein_coding,PLOD3,7q22.1,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3",ENSG00000106397,,,
protein_coding,TLR2,4q31.3,toll-like receptor 2,ENSG00000137462,,,
protein_coding,FAM101A,12q24.31,"family with sequence similarity 101, member A",ENSG00000178882,,,
protein_coding,PTCD2,5q13.2,pentatricopeptide repeat domain 2,ENSG00000049883,,,
unitary_pseudogene,OACYLP,18q21.32,"O-acyltransferase like, pseudogene",ENSG00000224367,,,
protein_coding,POLDIP2,17q11.2,"polymerase (DNA-directed), delta interacting protein 2",ENSG00000004142,,,
protein_coding,APBB1,11p15.4,"amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)",ENSG00000166313,,,
protein_coding,RB1,13q14.2,retinoblastoma 1,ENSG00000139687,true,,
protein_coding,PANO1,11p15.5,proapoptotic nucleolar protein 1,ENSG00000274897,,,
protein_coding,DEFB104A,8p23.1,"defensin, beta 104A",ENSG00000176782,,,
protein_coding,AC003005.4,19q13.43,AC003005.4,ENSG00000268107,,,
protein_coding,SERPINB10,18q21.33,"serpin peptidase inhibitor, clade B (ovalbumin), member 10",ENSG00000242550,,18q22.1,
IG_V_gene,IGKV3D-20,2p11.2,immunoglobulin kappa variable 3D-20,ENSG00000211625,,,
protein_coding,HCRT,17q21.2,hypocretin (orexin) neuropeptide precursor,ENSG00000161610,,,
protein_coding,ACBD4,17q21.31,acyl-CoA binding domain containing 4,ENSG00000181513,,,
protein_coding,BCDIN3D,12q13.12,BCDIN3 domain containing,ENSG00000186666,,,
protein_coding,PPP1R16A,8q24.3,"protein phosphatase 1, regulatory subunit 16A",ENSG00000160972,,,
protein_coding,JAKMIP3,10q26.3,Janus kinase and microtubule interacting protein 3,ENSG00000188385,,,
lincRNA,AC015849.16,17q12,AC015849.16,ENSG00000270977,,,
protein_coding,FITM2,20q13.12,fat storage-inducing transmembrane protein 2,ENSG00000197296,,,
protein_coding,MED6,14q24.2,mediator complex subunit 6,ENSG00000133997,,,
protein_coding,ENTPD1,10q24.1,ectonucleoside triphosphate diphosphohydrolase 1,ENSG00000138185,,,
protein_coding,HID1,17q25.1,HID1 domain containing,ENSG00000167861,,,
unprocessed_pseudogene,OR10J2P,1q23.2,"olfactory receptor, family 10, subfamily J, member 2 pseudogene",ENSG00000248642,,,
protein_coding,RGPD5,2q13,RANBP2-like and GRIP domain containing 5,ENSG00000015568,,,
protein_coding,TAS2R1,5p15.31,"taste receptor, type 2, member 1",ENSG00000169777,,,
protein_coding,ZNF385B,2q31.2,zinc finger protein 385B,ENSG00000144331,,2q31.3,
protein_coding,SLC35F2,11q22.3,"solute carrier family 35, member F2",ENSG00000110660,,,
protein_coding,FBXW9,19p13.13,F-box and WD repeat domain containing 9,ENSG00000132004,,,
protein_coding,CH17-335B8.4,10q11.22,CH17-335B8.4,ENSG00000279458,,,
protein_coding,DRGX,10q11.23,dorsal root ganglia homeobox,ENSG00000165606,,,
protein_coding,SORD,15q21.1,sorbitol dehydrogenase,ENSG00000140263,,,
protein_coding,CCDC14,3q21.1,coiled-coil domain containing 14,ENSG00000175455,,,
protein_coding,CDC25B,20p13,cell division cycle 25B,ENSG00000101224,,,
protein_coding,SMNDC1,10q25.2,survival motor neuron domain containing 1,ENSG00000119953,,,
protein_coding,C1orf167,1p36.22,chromosome 1 open reading frame 167,ENSG00000215910,,,
protein_coding,CTD-3148I10.9,19q13.33,CTD-3148I10.9,ENSG00000269469,,,
protein_coding,COX7A1,19q13.12,cytochrome c oxidase subunit VIIa polypeptide 1 (muscle),ENSG00000161281,,,
protein_coding,DNAJC15,13q14.11,"DnaJ (Hsp40) homolog, subfamily C, member 15",ENSG00000120675,,,
protein_coding,C19orf67,19p13.12,chromosome 19 open reading frame 67,ENSG00000188032,,,
protein_coding,MRPS6,21q22.11,mitochondrial ribosomal protein S6,ENSG00000243927,,,
protein_coding,BHLHA9,17p13.3,"basic helix-loop-helix family, member a9",ENSG00000205899,,,
protein_coding,ERMAP,1p34.2,erythroblast membrane-associated protein (Scianna blood group),ENSG00000164010,,,
processed_pseudogene,CTC-512J14.5,5q14.1,CTC-512J14.5,ENSG00000248569,,,
protein_coding,CLPSL1,6p21.31,colipase-like 1,ENSG00000204140,,,
lincRNA,CTD-2203A3.1,5q11.2,CTD-2203A3.1,ENSG00000248789,,,
protein_coding,PKN2,1p22.2,protein kinase N2,ENSG00000065243,,,
protein_coding,NME4,16p13.3,NME/NM23 nucleoside diphosphate kinase 4,ENSG00000103202,,,
protein_coding,NUDT13,10q22.2,nudix (nucleoside diphosphate linked moiety X)-type motif 13,ENSG00000166321,,,
protein_coding,PRR20C,13q21.1,proline rich 20C,ENSG00000229665,,,
sense_overlapping,RP11-280K24.4,14q22.1,RP11-280K24.4,ENSG00000258535,,,
protein_coding,ROPN1L,5p15.2,rhophilin associated tail protein 1-like,ENSG00000145491,,,
unprocessed_pseudogene,OR4C2P,11p11.2,"olfactory receptor, family 4, subfamily C, member 2 pseudogene",ENSG00000182565,,,
protein_coding,ATP5B,12q13.3,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",ENSG00000110955,,,
protein_coding,LTA,6p21.33,lymphotoxin alpha,ENSG00000226979,,,
protein_coding,FAM96B,16q22.1,"family with sequence similarity 96, member B",ENSG00000166595,,,
protein_coding,SHROOM4,Xp11.22,shroom family member 4,ENSG00000158352,,,
protein_coding,IPCEF1,6q25.2,interaction protein for cytohesin exchange factors 1,ENSG00000074706,,,
unprocessed_pseudogene,RP11-163O19.10,11p11.12,RP11-163O19.10,ENSG00000255214,,,
protein_coding,LAG3,12p13.31,lymphocyte-activation gene 3,ENSG00000089692,,,
protein_coding,PTHLH,12p11.22,parathyroid hormone-like hormone,ENSG00000087494,,,
unitary_pseudogene,ADAM3A,8p11.22,ADAM metallopeptidase domain 3A (pseudogene),ENSG00000197475,,,
protein_coding,DRG2,17p11.2,developmentally regulated GTP binding protein 2,ENSG00000108591,,,
protein_coding,NR1I3,1q23.3,"nuclear receptor subfamily 1, group I, member 3",ENSG00000143257,,,
protein_coding,C16orf92,16p11.2,chromosome 16 open reading frame 92,ENSG00000167194,,,
protein_coding,LRRN3,7q31.1,leucine rich repeat neuronal 3,ENSG00000173114,,,
protein_coding,ZHX2,8q24.13,zinc fingers and homeoboxes 2,ENSG00000178764,,,
antisense,RP11-390P2.4,6q24.1,RP11-390P2.4,ENSG00000225177,,,
protein_coding,SLC5A8,12q23.1,"solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8",ENSG00000256870,,12q23.2,
protein_coding,TBC1D2,9q22.33,"TBC1 domain family, member 2",ENSG00000095383,,,
protein_coding,SLURP1,8q24.3,secreted LY6/PLAUR domain containing 1,ENSG00000126233,,,
protein_coding,NUP62CL,Xq22.3,nucleoporin 62kDa C-terminal like,ENSG00000198088,,,
protein_coding,BDH1,3q29,"3-hydroxybutyrate dehydrogenase, type 1",ENSG00000161267,,,
protein_coding,MAMLD1,Xq28,mastermind-like domain containing 1,ENSG00000013619,,,
protein_coding,KLK10,19q13.41,kallikrein-related peptidase 10,ENSG00000129451,,,
protein_coding,IGLL1,22q11.23,immunoglobulin lambda-like polypeptide 1,ENSG00000128322,,,
protein_coding,ADH4,4q23,"alcohol dehydrogenase 4 (class II), pi polypeptide",ENSG00000198099,,,
protein_coding,FBXO41,2p13.2,F-box protein 41,ENSG00000163013,,,
protein_coding,DRAP1,11q13.1,DR1-associated protein 1 (negative cofactor 2 alpha),ENSG00000175550,,,
processed_pseudogene,RPL23AP12,21q22.2,ribosomal protein L23a pseudogene 12,ENSG00000228861,,,
protein_coding,DNAJC5G,2p23.3,"DnaJ (Hsp40) homolog, subfamily C, member 5 gamma",ENSG00000163793,,,
protein_coding,ZNF484,9q22.31,zinc finger protein 484,ENSG00000127081,,,
protein_coding,SLCO3A1,15q26.1,"solute carrier organic anion transporter family, member 3A1",ENSG00000176463,,,
protein_coding,MYEOV2,2q37.3,myeloma overexpressed 2,ENSG00000172428,,,
protein_coding,ZSWIM4,19p13.13,"zinc finger, SWIM-type containing 4",ENSG00000132003,,19p13.12,
protein_coding,NUDT17,1q21.1,nudix (nucleoside diphosphate linked moiety X)-type motif 17,ENSG00000186364,,,
protein_coding,CNDP1,18q22.3,carnosine dipeptidase 1 (metallopeptidase M20 family),ENSG00000150656,,,
protein_coding,SLC8B1,12q24.13,"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1",ENSG00000089060,,,
protein_coding,TRIM72,16p11.2,"tripartite motif containing 72, E3 ubiquitin protein ligase",ENSG00000177238,,,
transcribed_unprocessed_pseudogene,ZNF815P,7p22.1,"zinc finger protein 815, pseudogene",ENSG00000235944,,,
protein_coding,HPSE,4q21.23,heparanase,ENSG00000173083,,,
protein_coding,XCL2,1q24.2,chemokine (C motif) ligand 2,ENSG00000143185,,,
protein_coding,EIF5A2,3q26.2,eukaryotic translation initiation factor 5A2,ENSG00000163577,,,
protein_coding,MBTPS2,Xp22.12,"membrane-bound transcription factor peptidase, site 2",ENSG00000012174,,,
protein_coding,SNX11,17q21.32,sorting nexin 11,ENSG00000002919,,,
protein_coding,HTN3,4q13.3,histatin 3,ENSG00000205649,,,
unprocessed_pseudogene,HCG4P3,6p22.1,HLA complex group 4 pseudogene 3,ENSG00000237669,,,
transcribed_unprocessed_pseudogene,ABCC6P2,16p13.11,"ATP-binding cassette, sub-family C, member 6 pseudogene 2",ENSG00000255277,,,
IG_C_gene,IGHM,14q32.33,immunoglobulin heavy constant mu,ENSG00000211899,,,
protein_coding,TSPYL5,8q22.1,TSPY-like 5,ENSG00000180543,,,
protein_coding,SPP1,4q22.1,secreted phosphoprotein 1,ENSG00000118785,,,
protein_coding,HIST1H2BE,6p22.2,"histone cluster 1, H2be",ENSG00000274290,,,
protein_coding,OAZ1,19p13.3,ornithine decarboxylase antizyme 1,ENSG00000104904,,,
protein_coding,SETD1B,12q24.31,SET domain containing 1B,ENSG00000139718,,,
protein_coding,ZNF641,12q13.11,zinc finger protein 641,ENSG00000167528,,,
IG_V_gene,IGLV1-44,22q11.22,immunoglobulin lambda variable 1-44,ENSG00000211651,,,
protein_coding,AK9,6q21,adenylate kinase 9,ENSG00000155085,,,
protein_coding,WDR83,19p13.13,WD repeat domain 83,ENSG00000123154,,,
protein_coding,GMNN,6p22.3,"geminin, DNA replication inhibitor",ENSG00000112312,,,
protein_coding,CSRP2BP,20p11.23,CSRP2 binding protein,ENSG00000149474,,,
protein_coding,DBT,1p21.2,dihydrolipoamide branched chain transacylase E2,ENSG00000137992,,,
protein_coding,ZNF367,9q22.32,zinc finger protein 367,ENSG00000165244,,,
protein_coding,FOXL2,3q22.3,forkhead box L2,ENSG00000183770,true,,
antisense,DLX6-AS1,7q21.3,DLX6 antisense RNA 1,ENSG00000231764,,,
protein_coding,FRMPD2,10q11.22,FERM and PDZ domain containing 2,ENSG00000170324,,,
transcribed_processed_pseudogene,HSP90AA6P,4q33,"heat shock protein 90kDa alpha (cytosolic), class A member 6, pseudogene",ENSG00000181359,,,
processed_pseudogene,RP11-733D4.2,10q11.21,RP11-733D4.2,ENSG00000270767,,,
protein_coding,HRK,12q24.22,"harakiri, BCL2 interacting protein",ENSG00000135116,,,
protein_coding,GID8,20q13.33,GID complex subunit 8,ENSG00000101193,,,
protein_coding,LRRFIP2,3p22.2,leucine rich repeat (in FLII) interacting protein 2,ENSG00000093167,,,
protein_coding,TNFRSF18,1p36.33,"tumor necrosis factor receptor superfamily, member 18",ENSG00000186891,,,
protein_coding,ADCY9,16p13.3,adenylate cyclase 9,ENSG00000162104,,,
protein_coding,TSHR,14q31.1,thyroid stimulating hormone receptor,ENSG00000165409,true,,
protein_coding,GFM2,5q13.3,"G elongation factor, mitochondrial 2",ENSG00000164347,,,
protein_coding,MRC1,10p12.33,"mannose receptor, C type 1",ENSG00000260314,,,
protein_coding,SPRR4,1q21.3,small proline-rich protein 4,ENSG00000184148,,,
protein_coding,UBL5,19p13.2,ubiquitin-like 5,ENSG00000198258,,,
protein_coding,FHAD1,1p36.21,forkhead-associated (FHA) phosphopeptide binding domain 1,ENSG00000142621,,,
protein_coding,THG1L,5q33.3,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae),ENSG00000113272,,,
lincRNA,FAM41C,1p36.33,"family with sequence similarity 41, member C",ENSG00000230368,,,
protein_coding,ATG14,14q22.3,autophagy related 14,ENSG00000126775,,,
protein_coding,CTDSPL,3p22.2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like",ENSG00000144677,,,
protein_coding,MIPOL1,14q13.3,mirror-image polydactyly 1,ENSG00000151338,,14q21.1,
protein_coding,NXN,17p13.3,nucleoredoxin,ENSG00000167693,,,
protein_coding,ST20-MTHFS,15q25.1,ST20-MTHFS readthrough,ENSG00000259332,,,
protein_coding,MTFR2,6q23.3,mitochondrial fission regulator 2,ENSG00000146410,,,
snoRNA,SNORA75,12p13.31,"small nucleolar RNA, H/ACA box 75",ENSG00000212440,,,
protein_coding,TMEM184A,7p22.3,transmembrane protein 184A,ENSG00000164855,,,
protein_coding,MYO9B,19p13.11,myosin IXB,ENSG00000099331,,,
protein_coding,GLS,2q32.2,glutaminase,ENSG00000115419,,,
protein_coding,HOXD4,2q31.1,homeobox D4,ENSG00000170166,,,
protein_coding,CD300C,17q25.1,CD300c molecule,ENSG00000167850,,,
protein_coding,MADD,11p11.2,MAP-kinase activating death domain,ENSG00000110514,,,
protein_coding,CASC10,10p12.31,cancer susceptibility candidate 10,ENSG00000204682,,,
protein_coding,MLX,17q21.2,"MLX, MAX dimerization protein",ENSG00000108788,,,
miRNA,MIR325,Xq21.1,microRNA 325,ENSG00000207995,,,
protein_coding,ZNF513,2p23.3,zinc finger protein 513,ENSG00000163795,,,
protein_coding,RABAC1,19q13.2,Rab acceptor 1 (prenylated),ENSG00000105404,,,
protein_coding,TMEM14E,3q25.2,transmembrane protein 14E,ENSG00000221962,,,
protein_coding,NOP10,15q14,NOP10 ribonucleoprotein,ENSG00000182117,,,
protein_coding,TMPRSS15,21q21.1,"transmembrane protease, serine 15",ENSG00000154646,,,
protein_coding,HOXB1,17q21.32,homeobox B1,ENSG00000120094,,,
protein_coding,BMS1,10q11.21,BMS1 ribosome biogenesis factor,ENSG00000165733,,,
protein_coding,ZNF785,16p11.2,zinc finger protein 785,ENSG00000197162,,,
processed_transcript,RP11-467H10.2,7q11.23,RP11-467H10.2,ENSG00000259628,,,
protein_coding,SERF1B,5q13.2,small EDRK-rich factor 1B (centromeric),ENSG00000205572,,,
protein_coding,KCNMB2,3q26.32,potassium channel subfamily M regulatory beta subunit 2,ENSG00000197584,,,
misc_RNA,Y_RNA,7q11.23,Y_RNA,ENSG00000200874,,,
protein_coding,HIST1H3E,6p22.2,"histone cluster 1, H3e",ENSG00000274750,,,
protein_coding,GULP1,2q32.1,"GULP, engulfment adaptor PTB domain containing 1",ENSG00000144366,,2q32.2,
protein_coding,IGFL2,19q13.32,IGF-like family member 2,ENSG00000204866,,,
miRNA,MIR505,Xq27.1,microRNA 505,ENSG00000207633,,,
protein_coding,KYNU,2q22.2,kynureninase,ENSG00000115919,,,
protein_coding,OTUD4,4q31.21,OTU deubiquitinase 4,ENSG00000164164,,,
protein_coding,TMEM128,4p16.3,transmembrane protein 128,ENSG00000132406,,,
protein_coding,ZFYVE27,10q24.2,"zinc finger, FYVE domain containing 27",ENSG00000155256,,,
protein_coding,CRYBG3,3q11.2,beta-gamma crystallin domain containing 3,ENSG00000080200,,,
protein_coding,TMEM176B,7q36.1,transmembrane protein 176B,ENSG00000106565,,,
protein_coding,APRT,16q24.3,adenine phosphoribosyltransferase,ENSG00000198931,,,
protein_coding,RIOK2,5q15,RIO kinase 2,ENSG00000058729,,,
protein_coding,F2,11p11.2,coagulation factor II (thrombin),ENSG00000180210,,,
protein_coding,RP4-734P14.4,20p13,RP4-734P14.4,ENSG00000256566,,,
protein_coding,FKSG54,7p15.3,FKSG54,ENSG00000279448,,,
protein_coding,NHLRC4,16p13.3,NHL repeat containing 4,ENSG00000257108,,,
protein_coding,MAST3,19p13.11,microtubule associated serine/threonine kinase 3,ENSG00000099308,,,
protein_coding,DCBLD2,3q12.1,"discoidin, CUB and LCCL domain containing 2",ENSG00000057019,,,
protein_coding,ELF2,4q31.1,E74-like factor 2 (ets domain transcription factor),ENSG00000109381,,,
protein_coding,ELN,7q11.23,elastin,ENSG00000049540,true,,
protein_coding,GIMAP6,7q36.1,"GTPase, IMAP family member 6",ENSG00000133561,,,
processed_pseudogene,MRPS36P1,3p26.1,mitochondrial ribosomal protein S36 pseudogene 1,ENSG00000236152,,,
miRNA,MIR516A2,19q13.42,microRNA 516a-2,ENSG00000207620,,,
protein_coding,FCHO1,19p13.11,FCH domain only 1,ENSG00000130475,,,
protein_coding,ASRGL1,11q12.3,asparaginase like 1,ENSG00000162174,,,
protein_coding,HIATL1,9q22.32,hippocampus abundant transcript-like 1,ENSG00000148110,,,
protein_coding,KAT6A,8p11.21,K(lysine) acetyltransferase 6A,ENSG00000083168,true,,
protein_coding,MARVELD1,10q24.2,MARVEL domain containing 1,ENSG00000155254,,,
protein_coding,EFCAB2,1q44,EF-hand calcium binding domain 2,ENSG00000203666,,,
protein_coding,KCTD20,6p21.31,potassium channel tetramerization domain containing 20,ENSG00000112078,,,
protein_coding,ZCCHC9,5q14.1,"zinc finger, CCHC domain containing 9",ENSG00000131732,,,
protein_coding,FIGF,Xp22.2,c-fos induced growth factor (vascular endothelial growth factor D),ENSG00000165197,,,
protein_coding,CTLA4,2q33.2,cytotoxic T-lymphocyte-associated protein 4,ENSG00000163599,,,
miRNA,MIR1205,8q24.21,microRNA 1205,ENSG00000221771,,,
protein_coding,PGRMC2,4q28.2,progesterone receptor membrane component 2,ENSG00000164040,,,
TR_J_gene,TRAJ40,14q11.2,T cell receptor alpha joining 40,ENSG00000211849,,,
protein_coding,ANKRD20A3,9q21.11,"ankyrin repeat domain 20 family, member A3",ENSG00000276203,,,
IG_C_gene,IGHE,14q32.33,immunoglobulin heavy constant epsilon,ENSG00000211891,,,
miRNA,MIR17,,microRNA 17,ENSG00000275042,,,
unprocessed_pseudogene,AGAP10P,10q11.22,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 10 pseudogene",ENSG00000230869,,,
protein_coding,SLC27A1,19p13.11,"solute carrier family 27 (fatty acid transporter), member 1",ENSG00000130304,,,
TR_V_gene,TRBV5-3,7q34,T cell receptor beta variable 5-3 (non-functional),ENSG00000211715,,,
protein_coding,C5orf15,5q31.1,chromosome 5 open reading frame 15,ENSG00000113583,,,
protein_coding,ITSN1,21q22.11,intersectin 1 (SH3 domain protein),ENSG00000205726,,,
protein_coding,VIP,6q25.2,vasoactive intestinal peptide,ENSG00000146469,,,
lincRNA,RP11-80I3.1,9p21.2,RP11-80I3.1,ENSG00000276759,,,
protein_coding,SLC10A4,4p11,"solute carrier family 10, member 4",ENSG00000145248,,,
protein_coding,USP17L23,4p16.1,ubiquitin specific peptidase 17-like family member 23,ENSG00000250913,,,
protein_coding,CNTD1,17q21.2,cyclin N-terminal domain containing 1,ENSG00000176563,,17q21.31,
protein_coding,TRIM44,11p13,tripartite motif containing 44,ENSG00000166326,,,
protein_coding,AADACL4,1p36.21,arylacetamide deacetylase-like 4,ENSG00000204518,,,
protein_coding,RP11-178C3.1,17q23.1,RP11-178C3.1,ENSG00000267318,,,
protein_coding,ZNF709,19p13.2,zinc finger protein 709,ENSG00000196826,,,
protein_coding,B9D2,19q13.2,B9 protein domain 2,ENSG00000123810,,,
protein_coding,ACVR2B,3p22.2,"activin A receptor, type IIB",ENSG00000114739,,,
protein_coding,CAPZB,1p36.13,"capping protein (actin filament) muscle Z-line, beta",ENSG00000077549,,,
protein_coding,FBXO24,7q22.1,F-box protein 24,ENSG00000106336,,,
protein_coding,CLSTN1,1p36.22,calsyntenin 1,ENSG00000171603,,,
protein_coding,ACTG2,2p13.1,"actin, gamma 2, smooth muscle, enteric",ENSG00000163017,,,
protein_coding,ATP7B,13q14.3,"ATPase, Cu++ transporting, beta polypeptide",ENSG00000123191,,,
protein_coding,CPXM1,20p13,"carboxypeptidase X (M14 family), member 1",ENSG00000088882,,,
protein_coding,SIRPB2,20p13,signal-regulatory protein beta 2,ENSG00000196209,,,
protein_coding,AKAP11,13q14.11,A kinase (PRKA) anchor protein 11,ENSG00000023516,,,
protein_coding,INSIG2,2q14.1,insulin induced gene 2,ENSG00000125629,,2q14.2,
protein_coding,CREBBP,16p13.3,CREB binding protein,ENSG00000005339,true,,
protein_coding,TMEM11,17p11.2,transmembrane protein 11,ENSG00000178307,,,
protein_coding,KBTBD12,3q21.3,kelch repeat and BTB (POZ) domain containing 12,ENSG00000187715,,,
miRNA,AC126281.5,,AC126281.5,ENSG00000275922,,,
protein_coding,ADAT1,16q23.1,"adenosine deaminase, tRNA-specific 1",ENSG00000065457,,,
