name,cytoband,gene_id,symbol,biotype
F-box and WD repeat domain containing 9,19p13.13,ENSG00000132004,FBXW9,protein_coding
CH17-335B8.4,10q11.22,ENSG00000279458,CH17-335B8.4,protein_coding
dorsal root ganglia homeobox,10q11.23,ENSG00000165606,DRGX,protein_coding
sorbitol dehydrogenase,15q21.1,ENSG00000140263,SORD,protein_coding
coiled-coil domain containing 14,3q21.1,ENSG00000175455,CCDC14,protein_coding
cell division cycle 25B,20p13,ENSG00000101224,CDC25B,protein_coding
survival motor neuron domain containing 1,10q25.2,ENSG00000119953,SMNDC1,protein_coding
chromosome 1 open reading frame 167,1p36.22,ENSG00000215910,C1orf167,protein_coding
CTD-3148I10.9,19q13.33,ENSG00000269469,CTD-3148I10.9,protein_coding
cytochrome c oxidase subunit VIIa polypeptide 1 (muscle),19q13.12,ENSG00000161281,COX7A1,protein_coding
"DnaJ (Hsp40) homolog, subfamily C, member 15",13q14.11,ENSG00000120675,DNAJC15,protein_coding
chromosome 19 open reading frame 67,19p13.12,ENSG00000188032,C19orf67,protein_coding
mitochondrial ribosomal protein S6,21q22.11,ENSG00000243927,MRPS6,protein_coding
"basic helix-loop-helix family, member a9",17p13.3,ENSG00000205899,BHLHA9,protein_coding
erythroblast membrane-associated protein (Scianna blood group),1p34.2,ENSG00000164010,ERMAP,protein_coding
CTC-512J14.5,5q14.1,ENSG00000248569,CTC-512J14.5,processed_pseudogene
colipase-like 1,6p21.31,ENSG00000204140,CLPSL1,protein_coding
protein kinase N2,1p22.2,ENSG00000065243,PKN2,protein_coding
NME/NM23 nucleoside diphosphate kinase 4,16p13.3,ENSG00000103202,NME4,protein_coding
nudix (nucleoside diphosphate linked moiety X)-type motif 13,10q22.2,ENSG00000166321,NUDT13,protein_coding
proline rich 20C,13q21.1,ENSG00000229665,PRR20C,protein_coding
rhophilin associated tail protein 1-like,5p15.2,ENSG00000145491,ROPN1L,protein_coding
"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",12q13.3,ENSG00000110955,ATP5B,protein_coding
lymphotoxin alpha,6p21.33,ENSG00000226979,LTA,protein_coding
"family with sequence similarity 96, member B",16q22.1,ENSG00000166595,FAM96B,protein_coding
shroom family member 4,Xp11.22,ENSG00000158352,SHROOM4,protein_coding
interaction protein for cytohesin exchange factors 1,6q25.2,ENSG00000074706,IPCEF1,protein_coding
lymphocyte-activation gene 3,12p13.31,ENSG00000089692,LAG3,protein_coding
parathyroid hormone-like hormone,12p11.22,ENSG00000087494,PTHLH,protein_coding
developmentally regulated GTP binding protein 2,17p11.2,ENSG00000108591,DRG2,protein_coding
"nuclear receptor subfamily 1, group I, member 3",1q23.3,ENSG00000143257,NR1I3,protein_coding
chromosome 16 open reading frame 92,16p11.2,ENSG00000167194,C16orf92,protein_coding
leucine rich repeat neuronal 3,7q31.1,ENSG00000173114,LRRN3,protein_coding
zinc fingers and homeoboxes 2,8q24.13,ENSG00000178764,ZHX2,protein_coding
RP11-390P2.4,6q24.1,ENSG00000225177,RP11-390P2.4,antisense
"solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8",12q23.1,ENSG00000256870,SLC5A8,protein_coding
"TBC1 domain family, member 2",9q22.33,ENSG00000095383,TBC1D2,protein_coding
secreted LY6/PLAUR domain containing 1,8q24.3,ENSG00000126233,SLURP1,protein_coding
nucleoporin 62kDa C-terminal like,Xq22.3,ENSG00000198088,NUP62CL,protein_coding
"3-hydroxybutyrate dehydrogenase, type 1",3q29,ENSG00000161267,BDH1,protein_coding
mastermind-like domain containing 1,Xq28,ENSG00000013619,MAMLD1,protein_coding
kallikrein-related peptidase 10,19q13.41,ENSG00000129451,KLK10,protein_coding
immunoglobulin lambda-like polypeptide 1,22q11.23,ENSG00000128322,IGLL1,protein_coding
"alcohol dehydrogenase 4 (class II), pi polypeptide",4q23,ENSG00000198099,ADH4,protein_coding
F-box protein 41,2p13.2,ENSG00000163013,FBXO41,protein_coding
DR1-associated protein 1 (negative cofactor 2 alpha),11q13.1,ENSG00000175550,DRAP1,protein_coding
"DnaJ (Hsp40) homolog, subfamily C, member 5 gamma",2p23.3,ENSG00000163793,DNAJC5G,protein_coding
zinc finger protein 484,9q22.31,ENSG00000127081,ZNF484,protein_coding
"solute carrier organic anion transporter family, member 3A1",15q26.1,ENSG00000176463,SLCO3A1,protein_coding
myeloma overexpressed 2,2q37.3,ENSG00000172428,MYEOV2,protein_coding
"zinc finger, SWIM-type containing 4",19p13.13,ENSG00000132003,ZSWIM4,protein_coding
nudix (nucleoside diphosphate linked moiety X)-type motif 17,1q21.1,ENSG00000186364,NUDT17,protein_coding
carnosine dipeptidase 1 (metallopeptidase M20 family),18q22.3,ENSG00000150656,CNDP1,protein_coding
"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1",12q24.13,ENSG00000089060,SLC8B1,protein_coding
"tripartite motif containing 72, E3 ubiquitin protein ligase",16p11.2,ENSG00000177238,TRIM72,protein_coding
"zinc finger protein 815, pseudogene",7p22.1,ENSG00000235944,ZNF815P,transcribed_unprocessed_pseudogene
heparanase,4q21.23,ENSG00000173083,HPSE,protein_coding
chemokine (C motif) ligand 2,1q24.2,ENSG00000143185,XCL2,protein_coding
eukaryotic translation initiation factor 5A2,3q26.2,ENSG00000163577,EIF5A2,protein_coding
"membrane-bound transcription factor peptidase, site 2",Xp22.12,ENSG00000012174,MBTPS2,protein_coding
sorting nexin 11,17q21.32,ENSG00000002919,SNX11,protein_coding
histatin 3,4q13.3,ENSG00000205649,HTN3,protein_coding
"ATP-binding cassette, sub-family C, member 6 pseudogene 2",16p13.11,ENSG00000255277,ABCC6P2,transcribed_unprocessed_pseudogene
immunoglobulin heavy constant mu,14q32.33,ENSG00000211899,IGHM,IG_C_gene
TSPY-like 5,8q22.1,ENSG00000180543,TSPYL5,protein_coding
secreted phosphoprotein 1,4q22.1,ENSG00000118785,SPP1,protein_coding
"histone cluster 1, H2be",6p22.2,ENSG00000274290,HIST1H2BE,protein_coding
ornithine decarboxylase antizyme 1,19p13.3,ENSG00000104904,OAZ1,protein_coding
SET domain containing 1B,12q24.31,ENSG00000139718,SETD1B,protein_coding
zinc finger protein 641,12q13.11,ENSG00000167528,ZNF641,protein_coding
immunoglobulin lambda variable 1-44,22q11.22,ENSG00000211651,IGLV1-44,IG_V_gene
adenylate kinase 9,6q21,ENSG00000155085,AK9,protein_coding
WD repeat domain 83,19p13.13,ENSG00000123154,WDR83,protein_coding
"geminin, DNA replication inhibitor",6p22.3,ENSG00000112312,GMNN,protein_coding
CSRP2 binding protein,20p11.23,ENSG00000149474,CSRP2BP,protein_coding
dihydrolipoamide branched chain transacylase E2,1p21.2,ENSG00000137992,DBT,protein_coding
zinc finger protein 367,9q22.32,ENSG00000165244,ZNF367,protein_coding
forkhead box L2,3q22.3,ENSG00000183770,FOXL2,protein_coding
FERM and PDZ domain containing 2,10q11.22,ENSG00000170324,FRMPD2,protein_coding
RP11-733D4.2,10q11.21,ENSG00000270767,RP11-733D4.2,processed_pseudogene
"harakiri, BCL2 interacting protein",12q24.22,ENSG00000135116,HRK,protein_coding
GID complex subunit 8,20q13.33,ENSG00000101193,GID8,protein_coding
leucine rich repeat (in FLII) interacting protein 2,3p22.2,ENSG00000093167,LRRFIP2,protein_coding
"tumor necrosis factor receptor superfamily, member 18",1p36.33,ENSG00000186891,TNFRSF18,protein_coding
adenylate cyclase 9,16p13.3,ENSG00000162104,ADCY9,protein_coding
thyroid stimulating hormone receptor,14q31.1,ENSG00000165409,TSHR,protein_coding
"G elongation factor, mitochondrial 2",5q13.3,ENSG00000164347,GFM2,protein_coding
"mannose receptor, C type 1",10p12.33,ENSG00000260314,MRC1,protein_coding
small proline-rich protein 4,1q21.3,ENSG00000184148,SPRR4,protein_coding
ubiquitin-like 5,19p13.2,ENSG00000198258,UBL5,protein_coding
forkhead-associated (FHA) phosphopeptide binding domain 1,1p36.21,ENSG00000142621,FHAD1,protein_coding
tRNA-histidine guanylyltransferase 1-like (S. cerevisiae),5q33.3,ENSG00000113272,THG1L,protein_coding
"family with sequence similarity 41, member C",1p36.33,ENSG00000230368,FAM41C,lincRNA
autophagy related 14,14q22.3,ENSG00000126775,ATG14,protein_coding
"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like",3p22.2,ENSG00000144677,CTDSPL,protein_coding
mirror-image polydactyly 1,14q13.3,ENSG00000151338,MIPOL1,protein_coding
nucleoredoxin,17p13.3,ENSG00000167693,NXN,protein_coding
ST20-MTHFS readthrough,15q25.1,ENSG00000259332,ST20-MTHFS,protein_coding
mitochondrial fission regulator 2,6q23.3,ENSG00000146410,MTFR2,protein_coding
"small nucleolar RNA, H/ACA box 75",12p13.31,ENSG00000212440,SNORA75,snoRNA
transmembrane protein 184A,7p22.3,ENSG00000164855,TMEM184A,protein_coding
myosin IXB,19p13.11,ENSG00000099331,MYO9B,protein_coding
glutaminase,2q32.2,ENSG00000115419,GLS,protein_coding
homeobox D4,2q31.1,ENSG00000170166,HOXD4,protein_coding
CD300c molecule,17q25.1,ENSG00000167850,CD300C,protein_coding
MAP-kinase activating death domain,11p11.2,ENSG00000110514,MADD,protein_coding
cancer susceptibility candidate 10,10p12.31,ENSG00000204682,CASC10,protein_coding
"MLX, MAX dimerization protein",17q21.2,ENSG00000108788,MLX,protein_coding
microRNA 325,Xq21.1,ENSG00000207995,MIR325,miRNA
zinc finger protein 513,2p23.3,ENSG00000163795,ZNF513,protein_coding
Rab acceptor 1 (prenylated),19q13.2,ENSG00000105404,RABAC1,protein_coding
transmembrane protein 14E,3q25.2,ENSG00000221962,TMEM14E,protein_coding
NOP10 ribonucleoprotein,15q14,ENSG00000182117,NOP10,protein_coding
"transmembrane protease, serine 15",21q21.1,ENSG00000154646,TMPRSS15,protein_coding
homeobox B1,17q21.32,ENSG00000120094,HOXB1,protein_coding
BMS1 ribosome biogenesis factor,10q11.21,ENSG00000165733,BMS1,protein_coding
zinc finger protein 785,16p11.2,ENSG00000197162,ZNF785,protein_coding
RP11-467H10.2,7q11.23,ENSG00000259628,RP11-467H10.2,processed_transcript
small EDRK-rich factor 1B (centromeric),5q13.2,ENSG00000205572,SERF1B,protein_coding
potassium channel subfamily M regulatory beta subunit 2,3q26.32,ENSG00000197584,KCNMB2,protein_coding
Y_RNA,7q11.23,ENSG00000200874,Y_RNA,misc_RNA
"histone cluster 1, H3e",6p22.2,ENSG00000274750,HIST1H3E,protein_coding
"GULP, engulfment adaptor PTB domain containing 1",2q32.1,ENSG00000144366,GULP1,protein_coding
IGF-like family member 2,19q13.32,ENSG00000204866,IGFL2,protein_coding
kynureninase,2q22.2,ENSG00000115919,KYNU,protein_coding
OTU deubiquitinase 4,4q31.21,ENSG00000164164,OTUD4,protein_coding
transmembrane protein 128,4p16.3,ENSG00000132406,TMEM128,protein_coding
"zinc finger, FYVE domain containing 27",10q24.2,ENSG00000155256,ZFYVE27,protein_coding
beta-gamma crystallin domain containing 3,3q11.2,ENSG00000080200,CRYBG3,protein_coding
transmembrane protein 176B,7q36.1,ENSG00000106565,TMEM176B,protein_coding
adenine phosphoribosyltransferase,16q24.3,ENSG00000198931,APRT,protein_coding
RIO kinase 2,5q15,ENSG00000058729,RIOK2,protein_coding
coagulation factor II (thrombin),11p11.2,ENSG00000180210,F2,protein_coding
RP4-734P14.4,20p13,ENSG00000256566,RP4-734P14.4,protein_coding
FKSG54,7p15.3,ENSG00000279448,FKSG54,protein_coding
NHL repeat containing 4,16p13.3,ENSG00000257108,NHLRC4,protein_coding
microtubule associated serine/threonine kinase 3,19p13.11,ENSG00000099308,MAST3,protein_coding
"discoidin, CUB and LCCL domain containing 2",3q12.1,ENSG00000057019,DCBLD2,protein_coding
E74-like factor 2 (ets domain transcription factor),4q31.1,ENSG00000109381,ELF2,protein_coding
elastin,7q11.23,ENSG00000049540,ELN,protein_coding
"GTPase, IMAP family member 6",7q36.1,ENSG00000133561,GIMAP6,protein_coding
microRNA 516a-2,19q13.42,ENSG00000207620,MIR516A2,miRNA
FCH domain only 1,19p13.11,ENSG00000130475,FCHO1,protein_coding
asparaginase like 1,11q12.3,ENSG00000162174,ASRGL1,protein_coding
hippocampus abundant transcript-like 1,9q22.32,ENSG00000148110,HIATL1,protein_coding
K(lysine) acetyltransferase 6A,8p11.21,ENSG00000083168,KAT6A,protein_coding
MARVEL domain containing 1,10q24.2,ENSG00000155254,MARVELD1,protein_coding
EF-hand calcium binding domain 2,1q44,ENSG00000203666,EFCAB2,protein_coding
potassium channel tetramerization domain containing 20,6p21.31,ENSG00000112078,KCTD20,protein_coding
"zinc finger, CCHC domain containing 9",5q14.1,ENSG00000131732,ZCCHC9,protein_coding
c-fos induced growth factor (vascular endothelial growth factor D),Xp22.2,ENSG00000165197,FIGF,protein_coding
cytotoxic T-lymphocyte-associated protein 4,2q33.2,ENSG00000163599,CTLA4,protein_coding
progesterone receptor membrane component 2,4q28.2,ENSG00000164040,PGRMC2,protein_coding
"ankyrin repeat domain 20 family, member A3",9q21.11,ENSG00000276203,ANKRD20A3,protein_coding
immunoglobulin heavy constant epsilon,14q32.33,ENSG00000211891,IGHE,IG_C_gene
"solute carrier family 27 (fatty acid transporter), member 1",19p13.11,ENSG00000130304,SLC27A1,protein_coding
chromosome 5 open reading frame 15,5q31.1,ENSG00000113583,C5orf15,protein_coding
intersectin 1 (SH3 domain protein),21q22.11,ENSG00000205726,ITSN1,protein_coding
vasoactive intestinal peptide,6q25.2,ENSG00000146469,VIP,protein_coding
RP11-80I3.1,9p21.2,ENSG00000276759,RP11-80I3.1,lincRNA
"solute carrier family 10, member 4",4p11,ENSG00000145248,SLC10A4,protein_coding
ubiquitin specific peptidase 17-like family member 23,4p16.1,ENSG00000250913,USP17L23,protein_coding
cyclin N-terminal domain containing 1,17q21.2,ENSG00000176563,CNTD1,protein_coding
tripartite motif containing 44,11p13,ENSG00000166326,TRIM44,protein_coding
arylacetamide deacetylase-like 4,1p36.21,ENSG00000204518,AADACL4,protein_coding
RP11-178C3.1,17q23.1,ENSG00000267318,RP11-178C3.1,protein_coding
zinc finger protein 709,19p13.2,ENSG00000196826,ZNF709,protein_coding
B9 protein domain 2,19q13.2,ENSG00000123810,B9D2,protein_coding
"activin A receptor, type IIB",3p22.2,ENSG00000114739,ACVR2B,protein_coding
"capping protein (actin filament) muscle Z-line, beta",1p36.13,ENSG00000077549,CAPZB,protein_coding
F-box protein 24,7q22.1,ENSG00000106336,FBXO24,protein_coding
calsyntenin 1,1p36.22,ENSG00000171603,CLSTN1,protein_coding
"actin, gamma 2, smooth muscle, enteric",2p13.1,ENSG00000163017,ACTG2,protein_coding
"ATPase, Cu++ transporting, beta polypeptide",13q14.3,ENSG00000123191,ATP7B,protein_coding
"carboxypeptidase X (M14 family), member 1",20p13,ENSG00000088882,CPXM1,protein_coding
signal-regulatory protein beta 2,20p13,ENSG00000196209,SIRPB2,protein_coding
A kinase (PRKA) anchor protein 11,13q14.11,ENSG00000023516,AKAP11,protein_coding
insulin induced gene 2,2q14.1,ENSG00000125629,INSIG2,protein_coding
CREB binding protein,16p13.3,ENSG00000005339,CREBBP,protein_coding
transmembrane protein 11,17p11.2,ENSG00000178307,TMEM11,protein_coding
kelch repeat and BTB (POZ) domain containing 12,3q21.3,ENSG00000187715,KBTBD12,protein_coding
AC126281.5,,ENSG00000275922,AC126281.5,miRNA
"adenosine deaminase, tRNA-specific 1",16q23.1,ENSG00000065457,ADAT1,protein_coding
SLIT-ROBO Rho GTPase activating protein 2,1q32.1,ENSG00000266028,SRGAP2,protein_coding
"small nucleolar RNA, H/ACA box 72",1q42.11,ENSG00000201898,SNORA72,snoRNA
AC105339.2,,ENSG00000266697,AC105339.2,miRNA
"family with sequence similarity 131, member C",1p36.13,ENSG00000185519,FAM131C,protein_coding
nephronophthisis 3 (adolescent),3q22.1,ENSG00000113971,NPHP3,protein_coding
enhancer of zeste 1 polycomb repressive complex 2 subunit,17q21.2,ENSG00000108799,EZH1,protein_coding
MAX dimerization protein 4,4p16.3,ENSG00000123933,MXD4,protein_coding
PET117 homolog (S. cerevisiae),20p11.23,ENSG00000232838,PET117,protein_coding
TatD DNase domain containing 2,3p25.3,ENSG00000157014,TATDN2,protein_coding
chromosome 3 open reading frame 67,3p14.2,ENSG00000163689,C3orf67,protein_coding
vesicle-associated membrane protein 7,Xq28,ENSG00000124333,VAMP7,protein_coding
"dynein, axonemal, heavy chain 7",2q32.3,ENSG00000118997,DNAH7,protein_coding
copine VII,16q24.3,ENSG00000178773,CPNE7,protein_coding
ubiquitin specific peptidase 32 pseudogene 3,17p11.2,ENSG00000189423,USP32P3,transcribed_unprocessed_pseudogene
HtrA serine peptidase 4,8p11.22,ENSG00000169495,HTRA4,protein_coding
chromosome 12 open reading frame 77,12p12.1,ENSG00000226397,C12orf77,lincRNA
AL135745.1,14q23.3,ENSG00000279654,AL135745.1,protein_coding
peter pan homolog (Drosophila),19p13.2,ENSG00000130810,PPAN,protein_coding
dynactin 2 (p50),12q13.3,ENSG00000175203,DCTN2,protein_coding
"FYVE, RhoGEF and PH domain containing 5",3p25.1,ENSG00000154783,FGD5,protein_coding
Dmx-like 2,15q21.2,ENSG00000104093,DMXL2,protein_coding
tubby like protein 3,12p13.33,ENSG00000078246,TULP3,protein_coding
"kallikrein B, plasma (Fletcher factor) 1",4q35.2,ENSG00000164344,KLKB1,protein_coding
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",2p15,ENSG00000170340,B3GNT2,protein_coding
histidine triad nucleotide binding protein 1,5q23.3,ENSG00000169567,HINT1,protein_coding
long intergenic non-protein coding RNA 1559,12p13.1,ENSG00000180861,LINC01559,lincRNA
C1GALT1-specific chaperone 1,Xq24,ENSG00000171155,C1GALT1C1,protein_coding
karyopherin alpha 6 (importin alpha 7),1p35.2,ENSG00000025800,KPNA6,protein_coding
"myosin, light chain 7, regulatory",7p13,ENSG00000106631,MYL7,protein_coding
SRY (sex determining region Y)-box 9,17q24.3,ENSG00000125398,SOX9,protein_coding
dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),11q23.3,ENSG00000172269,DPAGT1,protein_coding
"protein kinase, AMP-activated, gamma 2 non-catalytic subunit",7q36.1,ENSG00000106617,PRKAG2,protein_coding
chromosome 3 open reading frame 38,3p11.1,ENSG00000179021,C3orf38,protein_coding
relaxin 1,9p24.1,ENSG00000107018,RLN1,protein_coding
chromosome 16 open reading frame 58,16p11.2,ENSG00000140688,C16orf58,protein_coding
zygote arrest 1-like,13q13.1,ENSG00000189167,ZAR1L,protein_coding
"lipase A, lysosomal acid, cholesterol esterase",10q23.31,ENSG00000107798,LIPA,protein_coding
chemokine (C-C motif) ligand 20,2q36.3,ENSG00000115009,CCL20,protein_coding
ribosomal protein S3A,4q31.3,ENSG00000145425,RPS3A,protein_coding
"autophagy related 4D, cysteine peptidase",19p13.2,ENSG00000130734,ATG4D,protein_coding
nebulin-related anchoring protein,10q25.3,ENSG00000197893,NRAP,protein_coding
ENTH domain containing 2,17q25.3,ENSG00000167302,ENTHD2,protein_coding
tubulin polyglutamylase complex subunit 1,19p13.3,ENSG00000141933,TPGS1,protein_coding
DIP2 disco-interacting protein 2 homolog A (Drosophila),21q22.3,ENSG00000160305,DIP2A,protein_coding
regulator of calcineurin 1,21q22.12,ENSG00000159200,RCAN1,protein_coding
"protein phosphatase, Mg2+/Mn2+ dependent, 1E",17q22,ENSG00000175175,PPM1E,protein_coding
ankyrin repeat domain 52,12q13.3,ENSG00000139645,ANKRD52,protein_coding
"DnaJ (Hsp40) homolog, subfamily C, member 17",15q15.1,ENSG00000104129,DNAJC17,protein_coding
"Yip1 domain family, member 2",19p13.2,ENSG00000130733,YIPF2,protein_coding
"activin A receptor, type IIA",2q22.3,ENSG00000121989,ACVR2A,protein_coding
NHS-like 2,Xq13.1,ENSG00000204131,NHSL2,protein_coding
carboxylesterase 1,16q12.2,ENSG00000198848,CES1,protein_coding
"zinc finger, AN1-type domain 3",6p21.2,ENSG00000156639,ZFAND3,protein_coding
serine/threonine kinase 3,8q22.2,ENSG00000104375,STK3,protein_coding
"sodium channel, voltage gated, type I alpha subunit",2q24.3,ENSG00000144285,SCN1A,protein_coding
protocadherin alpha 3,5q31.3,ENSG00000255408,PCDHA3,protein_coding
"t-complex 11, testis-specific-like 1",11p13,ENSG00000176148,TCP11L1,protein_coding
