name,cytoband,symbol,gene_id,biotype
cytochrome c oxidase subunit VIIa polypeptide 1 (muscle),19q13.12,COX7A1,ENSG00000161281,protein_coding
"DnaJ (Hsp40) homolog, subfamily C, member 15",13q14.11,DNAJC15,ENSG00000120675,protein_coding
chromosome 19 open reading frame 67,19p13.12,C19orf67,ENSG00000188032,protein_coding
mitochondrial ribosomal protein S6,21q22.11,MRPS6,ENSG00000243927,protein_coding
"basic helix-loop-helix family, member a9",17p13.3,BHLHA9,ENSG00000205899,protein_coding
erythroblast membrane-associated protein (Scianna blood group),1p34.2,ERMAP,ENSG00000164010,protein_coding
CTC-512J14.5,5q14.1,CTC-512J14.5,ENSG00000248569,processed_pseudogene
colipase-like 1,6p21.31,CLPSL1,ENSG00000204140,protein_coding
protein kinase N2,1p22.2,PKN2,ENSG00000065243,protein_coding
NME/NM23 nucleoside diphosphate kinase 4,16p13.3,NME4,ENSG00000103202,protein_coding
nudix (nucleoside diphosphate linked moiety X)-type motif 13,10q22.2,NUDT13,ENSG00000166321,protein_coding
proline rich 20C,13q21.1,PRR20C,ENSG00000229665,protein_coding
rhophilin associated tail protein 1-like,5p15.2,ROPN1L,ENSG00000145491,protein_coding
"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",12q13.3,ATP5B,ENSG00000110955,protein_coding
lymphotoxin alpha,6p21.33,LTA,ENSG00000226979,protein_coding
"family with sequence similarity 96, member B",16q22.1,FAM96B,ENSG00000166595,protein_coding
shroom family member 4,Xp11.22,SHROOM4,ENSG00000158352,protein_coding
interaction protein for cytohesin exchange factors 1,6q25.2,IPCEF1,ENSG00000074706,protein_coding
lymphocyte-activation gene 3,12p13.31,LAG3,ENSG00000089692,protein_coding
parathyroid hormone-like hormone,12p11.22,PTHLH,ENSG00000087494,protein_coding
ADAM metallopeptidase domain 3A (pseudogene),8p11.22,ADAM3A,ENSG00000197475,unitary_pseudogene
developmentally regulated GTP binding protein 2,17p11.2,DRG2,ENSG00000108591,protein_coding
"nuclear receptor subfamily 1, group I, member 3",1q23.3,NR1I3,ENSG00000143257,protein_coding
chromosome 16 open reading frame 92,16p11.2,C16orf92,ENSG00000167194,protein_coding
leucine rich repeat neuronal 3,7q31.1,LRRN3,ENSG00000173114,protein_coding
zinc fingers and homeoboxes 2,8q24.13,ZHX2,ENSG00000178764,protein_coding
"solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8",12q23.1,SLC5A8,ENSG00000256870,protein_coding
"TBC1 domain family, member 2",9q22.33,TBC1D2,ENSG00000095383,protein_coding
secreted LY6/PLAUR domain containing 1,8q24.3,SLURP1,ENSG00000126233,protein_coding
nucleoporin 62kDa C-terminal like,Xq22.3,NUP62CL,ENSG00000198088,protein_coding
"3-hydroxybutyrate dehydrogenase, type 1",3q29,BDH1,ENSG00000161267,protein_coding
mastermind-like domain containing 1,Xq28,MAMLD1,ENSG00000013619,protein_coding
kallikrein-related peptidase 10,19q13.41,KLK10,ENSG00000129451,protein_coding
immunoglobulin lambda-like polypeptide 1,22q11.23,IGLL1,ENSG00000128322,protein_coding
"alcohol dehydrogenase 4 (class II), pi polypeptide",4q23,ADH4,ENSG00000198099,protein_coding
F-box protein 41,2p13.2,FBXO41,ENSG00000163013,protein_coding
DR1-associated protein 1 (negative cofactor 2 alpha),11q13.1,DRAP1,ENSG00000175550,protein_coding
"DnaJ (Hsp40) homolog, subfamily C, member 5 gamma",2p23.3,DNAJC5G,ENSG00000163793,protein_coding
zinc finger protein 484,9q22.31,ZNF484,ENSG00000127081,protein_coding
"solute carrier organic anion transporter family, member 3A1",15q26.1,SLCO3A1,ENSG00000176463,protein_coding
myeloma overexpressed 2,2q37.3,MYEOV2,ENSG00000172428,protein_coding
"zinc finger, SWIM-type containing 4",19p13.13,ZSWIM4,ENSG00000132003,protein_coding
nudix (nucleoside diphosphate linked moiety X)-type motif 17,1q21.1,NUDT17,ENSG00000186364,protein_coding
carnosine dipeptidase 1 (metallopeptidase M20 family),18q22.3,CNDP1,ENSG00000150656,protein_coding
"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1",12q24.13,SLC8B1,ENSG00000089060,protein_coding
"tripartite motif containing 72, E3 ubiquitin protein ligase",16p11.2,TRIM72,ENSG00000177238,protein_coding
"zinc finger protein 815, pseudogene",7p22.1,ZNF815P,ENSG00000235944,transcribed_unprocessed_pseudogene
heparanase,4q21.23,HPSE,ENSG00000173083,protein_coding
chemokine (C motif) ligand 2,1q24.2,XCL2,ENSG00000143185,protein_coding
eukaryotic translation initiation factor 5A2,3q26.2,EIF5A2,ENSG00000163577,protein_coding
"membrane-bound transcription factor peptidase, site 2",Xp22.12,MBTPS2,ENSG00000012174,protein_coding
sorting nexin 11,17q21.32,SNX11,ENSG00000002919,protein_coding
histatin 3,4q13.3,HTN3,ENSG00000205649,protein_coding
immunoglobulin heavy constant mu,14q32.33,IGHM,ENSG00000211899,IG_C_gene
TSPY-like 5,8q22.1,TSPYL5,ENSG00000180543,protein_coding
secreted phosphoprotein 1,4q22.1,SPP1,ENSG00000118785,protein_coding
"histone cluster 1, H2be",6p22.2,HIST1H2BE,ENSG00000274290,protein_coding
ornithine decarboxylase antizyme 1,19p13.3,OAZ1,ENSG00000104904,protein_coding
SET domain containing 1B,12q24.31,SETD1B,ENSG00000139718,protein_coding
zinc finger protein 641,12q13.11,ZNF641,ENSG00000167528,protein_coding
immunoglobulin lambda variable 1-44,22q11.22,IGLV1-44,ENSG00000211651,IG_V_gene
adenylate kinase 9,6q21,AK9,ENSG00000155085,protein_coding
WD repeat domain 83,19p13.13,WDR83,ENSG00000123154,protein_coding
"geminin, DNA replication inhibitor",6p22.3,GMNN,ENSG00000112312,protein_coding
CSRP2 binding protein,20p11.23,CSRP2BP,ENSG00000149474,protein_coding
dihydrolipoamide branched chain transacylase E2,1p21.2,DBT,ENSG00000137992,protein_coding
zinc finger protein 367,9q22.32,ZNF367,ENSG00000165244,protein_coding
forkhead box L2,3q22.3,FOXL2,ENSG00000183770,protein_coding
FERM and PDZ domain containing 2,10q11.22,FRMPD2,ENSG00000170324,protein_coding
"harakiri, BCL2 interacting protein",12q24.22,HRK,ENSG00000135116,protein_coding
GID complex subunit 8,20q13.33,GID8,ENSG00000101193,protein_coding
leucine rich repeat (in FLII) interacting protein 2,3p22.2,LRRFIP2,ENSG00000093167,protein_coding
"tumor necrosis factor receptor superfamily, member 18",1p36.33,TNFRSF18,ENSG00000186891,protein_coding
adenylate cyclase 9,16p13.3,ADCY9,ENSG00000162104,protein_coding
thyroid stimulating hormone receptor,14q31.1,TSHR,ENSG00000165409,protein_coding
"G elongation factor, mitochondrial 2",5q13.3,GFM2,ENSG00000164347,protein_coding
"mannose receptor, C type 1",10p12.33,MRC1,ENSG00000260314,protein_coding
small proline-rich protein 4,1q21.3,SPRR4,ENSG00000184148,protein_coding
ubiquitin-like 5,19p13.2,UBL5,ENSG00000198258,protein_coding
forkhead-associated (FHA) phosphopeptide binding domain 1,1p36.21,FHAD1,ENSG00000142621,protein_coding
tRNA-histidine guanylyltransferase 1-like (S. cerevisiae),5q33.3,THG1L,ENSG00000113272,protein_coding
autophagy related 14,14q22.3,ATG14,ENSG00000126775,protein_coding
"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like",3p22.2,CTDSPL,ENSG00000144677,protein_coding
mirror-image polydactyly 1,14q13.3,MIPOL1,ENSG00000151338,protein_coding
nucleoredoxin,17p13.3,NXN,ENSG00000167693,protein_coding
ST20-MTHFS readthrough,15q25.1,ST20-MTHFS,ENSG00000259332,protein_coding
mitochondrial fission regulator 2,6q23.3,MTFR2,ENSG00000146410,protein_coding
transmembrane protein 184A,7p22.3,TMEM184A,ENSG00000164855,protein_coding
myosin IXB,19p13.11,MYO9B,ENSG00000099331,protein_coding
glutaminase,2q32.2,GLS,ENSG00000115419,protein_coding
homeobox D4,2q31.1,HOXD4,ENSG00000170166,protein_coding
CD300c molecule,17q25.1,CD300C,ENSG00000167850,protein_coding
MAP-kinase activating death domain,11p11.2,MADD,ENSG00000110514,protein_coding
cancer susceptibility candidate 10,10p12.31,CASC10,ENSG00000204682,protein_coding
"MLX, MAX dimerization protein",17q21.2,MLX,ENSG00000108788,protein_coding
zinc finger protein 513,2p23.3,ZNF513,ENSG00000163795,protein_coding
Rab acceptor 1 (prenylated),19q13.2,RABAC1,ENSG00000105404,protein_coding
transmembrane protein 14E,3q25.2,TMEM14E,ENSG00000221962,protein_coding
NOP10 ribonucleoprotein,15q14,NOP10,ENSG00000182117,protein_coding
"transmembrane protease, serine 15",21q21.1,TMPRSS15,ENSG00000154646,protein_coding
homeobox B1,17q21.32,HOXB1,ENSG00000120094,protein_coding
BMS1 ribosome biogenesis factor,10q11.21,BMS1,ENSG00000165733,protein_coding
zinc finger protein 785,16p11.2,ZNF785,ENSG00000197162,protein_coding
small EDRK-rich factor 1B (centromeric),5q13.2,SERF1B,ENSG00000205572,protein_coding
potassium channel subfamily M regulatory beta subunit 2,3q26.32,KCNMB2,ENSG00000197584,protein_coding
"histone cluster 1, H3e",6p22.2,HIST1H3E,ENSG00000274750,protein_coding
"GULP, engulfment adaptor PTB domain containing 1",2q32.1,GULP1,ENSG00000144366,protein_coding
IGF-like family member 2,19q13.32,IGFL2,ENSG00000204866,protein_coding
kynureninase,2q22.2,KYNU,ENSG00000115919,protein_coding
OTU deubiquitinase 4,4q31.21,OTUD4,ENSG00000164164,protein_coding
transmembrane protein 128,4p16.3,TMEM128,ENSG00000132406,protein_coding
"zinc finger, FYVE domain containing 27",10q24.2,ZFYVE27,ENSG00000155256,protein_coding
beta-gamma crystallin domain containing 3,3q11.2,CRYBG3,ENSG00000080200,protein_coding
transmembrane protein 176B,7q36.1,TMEM176B,ENSG00000106565,protein_coding
adenine phosphoribosyltransferase,16q24.3,APRT,ENSG00000198931,protein_coding
RIO kinase 2,5q15,RIOK2,ENSG00000058729,protein_coding
coagulation factor II (thrombin),11p11.2,F2,ENSG00000180210,protein_coding
RP4-734P14.4,20p13,RP4-734P14.4,ENSG00000256566,protein_coding
FKSG54,7p15.3,FKSG54,ENSG00000279448,protein_coding
NHL repeat containing 4,16p13.3,NHLRC4,ENSG00000257108,protein_coding
microtubule associated serine/threonine kinase 3,19p13.11,MAST3,ENSG00000099308,protein_coding
"discoidin, CUB and LCCL domain containing 2",3q12.1,DCBLD2,ENSG00000057019,protein_coding
E74-like factor 2 (ets domain transcription factor),4q31.1,ELF2,ENSG00000109381,protein_coding
elastin,7q11.23,ELN,ENSG00000049540,protein_coding
"GTPase, IMAP family member 6",7q36.1,GIMAP6,ENSG00000133561,protein_coding
FCH domain only 1,19p13.11,FCHO1,ENSG00000130475,protein_coding
asparaginase like 1,11q12.3,ASRGL1,ENSG00000162174,protein_coding
hippocampus abundant transcript-like 1,9q22.32,HIATL1,ENSG00000148110,protein_coding
K(lysine) acetyltransferase 6A,8p11.21,KAT6A,ENSG00000083168,protein_coding
MARVEL domain containing 1,10q24.2,MARVELD1,ENSG00000155254,protein_coding
EF-hand calcium binding domain 2,1q44,EFCAB2,ENSG00000203666,protein_coding
potassium channel tetramerization domain containing 20,6p21.31,KCTD20,ENSG00000112078,protein_coding
"zinc finger, CCHC domain containing 9",5q14.1,ZCCHC9,ENSG00000131732,protein_coding
c-fos induced growth factor (vascular endothelial growth factor D),Xp22.2,FIGF,ENSG00000165197,protein_coding
cytotoxic T-lymphocyte-associated protein 4,2q33.2,CTLA4,ENSG00000163599,protein_coding
progesterone receptor membrane component 2,4q28.2,PGRMC2,ENSG00000164040,protein_coding
"ankyrin repeat domain 20 family, member A3",9q21.11,ANKRD20A3,ENSG00000276203,protein_coding
"ArfGAP with GTPase domain, ankyrin repeat and PH domain 10 pseudogene",10q11.22,AGAP10P,ENSG00000230869,unprocessed_pseudogene
"solute carrier family 27 (fatty acid transporter), member 1",19p13.11,SLC27A1,ENSG00000130304,protein_coding
chromosome 5 open reading frame 15,5q31.1,C5orf15,ENSG00000113583,protein_coding
intersectin 1 (SH3 domain protein),21q22.11,ITSN1,ENSG00000205726,protein_coding
vasoactive intestinal peptide,6q25.2,VIP,ENSG00000146469,protein_coding
"solute carrier family 10, member 4",4p11,SLC10A4,ENSG00000145248,protein_coding
ubiquitin specific peptidase 17-like family member 23,4p16.1,USP17L23,ENSG00000250913,protein_coding
cyclin N-terminal domain containing 1,17q21.2,CNTD1,ENSG00000176563,protein_coding
tripartite motif containing 44,11p13,TRIM44,ENSG00000166326,protein_coding
arylacetamide deacetylase-like 4,1p36.21,AADACL4,ENSG00000204518,protein_coding
RP11-178C3.1,17q23.1,RP11-178C3.1,ENSG00000267318,protein_coding
zinc finger protein 709,19p13.2,ZNF709,ENSG00000196826,protein_coding
B9 protein domain 2,19q13.2,B9D2,ENSG00000123810,protein_coding
"activin A receptor, type IIB",3p22.2,ACVR2B,ENSG00000114739,protein_coding
"capping protein (actin filament) muscle Z-line, beta",1p36.13,CAPZB,ENSG00000077549,protein_coding
F-box protein 24,7q22.1,FBXO24,ENSG00000106336,protein_coding
calsyntenin 1,1p36.22,CLSTN1,ENSG00000171603,protein_coding
"actin, gamma 2, smooth muscle, enteric",2p13.1,ACTG2,ENSG00000163017,protein_coding
"ATPase, Cu++ transporting, beta polypeptide",13q14.3,ATP7B,ENSG00000123191,protein_coding
"carboxypeptidase X (M14 family), member 1",20p13,CPXM1,ENSG00000088882,protein_coding
signal-regulatory protein beta 2,20p13,SIRPB2,ENSG00000196209,protein_coding
A kinase (PRKA) anchor protein 11,13q14.11,AKAP11,ENSG00000023516,protein_coding
insulin induced gene 2,2q14.1,INSIG2,ENSG00000125629,protein_coding
CREB binding protein,16p13.3,CREBBP,ENSG00000005339,protein_coding
transmembrane protein 11,17p11.2,TMEM11,ENSG00000178307,protein_coding
kelch repeat and BTB (POZ) domain containing 12,3q21.3,KBTBD12,ENSG00000187715,protein_coding
"adenosine deaminase, tRNA-specific 1",16q23.1,ADAT1,ENSG00000065457,protein_coding
SLIT-ROBO Rho GTPase activating protein 2,1q32.1,SRGAP2,ENSG00000266028,protein_coding
"small nucleolar RNA, H/ACA box 72",1q42.11,SNORA72,ENSG00000201898,snoRNA
"family with sequence similarity 131, member C",1p36.13,FAM131C,ENSG00000185519,protein_coding
nephronophthisis 3 (adolescent),3q22.1,NPHP3,ENSG00000113971,protein_coding
enhancer of zeste 1 polycomb repressive complex 2 subunit,17q21.2,EZH1,ENSG00000108799,protein_coding
MAX dimerization protein 4,4p16.3,MXD4,ENSG00000123933,protein_coding
PET117 homolog (S. cerevisiae),20p11.23,PET117,ENSG00000232838,protein_coding
TatD DNase domain containing 2,3p25.3,TATDN2,ENSG00000157014,protein_coding
chromosome 3 open reading frame 67,3p14.2,C3orf67,ENSG00000163689,protein_coding
vesicle-associated membrane protein 7,Xq28,VAMP7,ENSG00000124333,protein_coding
"dynein, axonemal, heavy chain 7",2q32.3,DNAH7,ENSG00000118997,protein_coding
copine VII,16q24.3,CPNE7,ENSG00000178773,protein_coding
HtrA serine peptidase 4,8p11.22,HTRA4,ENSG00000169495,protein_coding
chromosome 12 open reading frame 77,12p12.1,C12orf77,ENSG00000226397,lincRNA
AL135745.1,14q23.3,AL135745.1,ENSG00000279654,protein_coding
peter pan homolog (Drosophila),19p13.2,PPAN,ENSG00000130810,protein_coding
dynactin 2 (p50),12q13.3,DCTN2,ENSG00000175203,protein_coding
"FYVE, RhoGEF and PH domain containing 5",3p25.1,FGD5,ENSG00000154783,protein_coding
Dmx-like 2,15q21.2,DMXL2,ENSG00000104093,protein_coding
tubby like protein 3,12p13.33,TULP3,ENSG00000078246,protein_coding
"kallikrein B, plasma (Fletcher factor) 1",4q35.2,KLKB1,ENSG00000164344,protein_coding
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",2p15,B3GNT2,ENSG00000170340,protein_coding
histidine triad nucleotide binding protein 1,5q23.3,HINT1,ENSG00000169567,protein_coding
C1GALT1-specific chaperone 1,Xq24,C1GALT1C1,ENSG00000171155,protein_coding
karyopherin alpha 6 (importin alpha 7),1p35.2,KPNA6,ENSG00000025800,protein_coding
"myosin, light chain 7, regulatory",7p13,MYL7,ENSG00000106631,protein_coding
SRY (sex determining region Y)-box 9,17q24.3,SOX9,ENSG00000125398,protein_coding
dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),11q23.3,DPAGT1,ENSG00000172269,protein_coding
"protein kinase, AMP-activated, gamma 2 non-catalytic subunit",7q36.1,PRKAG2,ENSG00000106617,protein_coding
chromosome 3 open reading frame 38,3p11.1,C3orf38,ENSG00000179021,protein_coding
relaxin 1,9p24.1,RLN1,ENSG00000107018,protein_coding
chromosome 16 open reading frame 58,16p11.2,C16orf58,ENSG00000140688,protein_coding
zygote arrest 1-like,13q13.1,ZAR1L,ENSG00000189167,protein_coding
"lipase A, lysosomal acid, cholesterol esterase",10q23.31,LIPA,ENSG00000107798,protein_coding
chemokine (C-C motif) ligand 20,2q36.3,CCL20,ENSG00000115009,protein_coding
ribosomal protein S3A,4q31.3,RPS3A,ENSG00000145425,protein_coding
"autophagy related 4D, cysteine peptidase",19p13.2,ATG4D,ENSG00000130734,protein_coding
nebulin-related anchoring protein,10q25.3,NRAP,ENSG00000197893,protein_coding
ENTH domain containing 2,17q25.3,ENTHD2,ENSG00000167302,protein_coding
tubulin polyglutamylase complex subunit 1,19p13.3,TPGS1,ENSG00000141933,protein_coding
DIP2 disco-interacting protein 2 homolog A (Drosophila),21q22.3,DIP2A,ENSG00000160305,protein_coding
regulator of calcineurin 1,21q22.12,RCAN1,ENSG00000159200,protein_coding
"protein phosphatase, Mg2+/Mn2+ dependent, 1E",17q22,PPM1E,ENSG00000175175,protein_coding
ankyrin repeat domain 52,12q13.3,ANKRD52,ENSG00000139645,protein_coding
"DnaJ (Hsp40) homolog, subfamily C, member 17",15q15.1,DNAJC17,ENSG00000104129,protein_coding
"Yip1 domain family, member 2",19p13.2,YIPF2,ENSG00000130733,protein_coding
"activin A receptor, type IIA",2q22.3,ACVR2A,ENSG00000121989,protein_coding
NHS-like 2,Xq13.1,NHSL2,ENSG00000204131,protein_coding
carboxylesterase 1,16q12.2,CES1,ENSG00000198848,protein_coding
"zinc finger, AN1-type domain 3",6p21.2,ZFAND3,ENSG00000156639,protein_coding
serine/threonine kinase 3,8q22.2,STK3,ENSG00000104375,protein_coding
"sodium channel, voltage gated, type I alpha subunit",2q24.3,SCN1A,ENSG00000144285,protein_coding
protocadherin alpha 3,5q31.3,PCDHA3,ENSG00000255408,protein_coding
"t-complex 11, testis-specific-like 1",11p13,TCP11L1,ENSG00000176148,protein_coding
"DnaJ (Hsp40) homolog, subfamily C, member 24",11p13,DNAJC24,ENSG00000170946,protein_coding
"histone cluster 4, H4",12p12.3,HIST4H4,ENSG00000197837,protein_coding
"family with sequence similarity 60, member A",12p11.21,FAM60A,ENSG00000139146,protein_coding
voltage-dependent anion channel 1 pseudogene 1,Xq21.1,VDAC1P1,ENSG00000073905,processed_pseudogene
podocalyxin-like 2,3q21.3,PODXL2,ENSG00000114631,protein_coding
LIM homeobox 3,9q34.3,LHX3,ENSG00000107187,protein_coding
chromosome 6 open reading frame 141,6p12.3,C6orf141,ENSG00000197261,protein_coding
ArfGAP with dual PH domains 2,17q11.2,ADAP2,ENSG00000184060,protein_coding
"nuclear pore complex interacting protein family, member A8",16p12.3,NPIPA8,ENSG00000214940,protein_coding
v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,4q12,KIT,ENSG00000157404,protein_coding
"serine peptidase inhibitor, Kunitz type 1",15q15.1,SPINT1,ENSG00000166145,protein_coding
cilia and flagella associated protein 97,4q35.1,CFAP97,ENSG00000164323,protein_coding
golgin A6 family-like 1,15q11.2,GOLGA6L1,ENSG00000273976,protein_coding
minichromosome maintenance complex component 5,22q12.3,MCM5,ENSG00000100297,protein_coding
ferric-chelate reductase 1,1p21.2,FRRS1,ENSG00000156869,protein_coding
EEF1E1-BLOC1S5 readthrough (NMD candidate),6p24.3,EEF1E1-BLOC1S5,ENSG00000265818,protein_coding
cell growth regulator with EF-hand domain 1,2p23.3,CGREF1,ENSG00000138028,protein_coding
